laus_code,state_fips_code,county_fips_code,name,year,labor_force,employed,unemployed,unemployment_rate
CN3900100000000,39,001,"Adams County, OH",2014,10450,9499,951,9.100000
CN3900300000000,39,003,"Allen County, OH",2014,48461,45688,2773,5.700000
CN3900500000000,39,005,"Ashland County, OH",2014,25599,24102,1497,5.800000
CN3900700000000,39,007,"Ashtabula County, OH",2014,45155,41976,3179,7.000000
CN3900900000000,39,009,"Athens County, OH",2014,27216,25357,1859,6.800000
CN3901100000000,39,011,"Auglaize County, OH",2014,24197,23168,1029,4.300000
CN3901300000000,39,013,"Belmont County, OH",2014,31752,29654,2098,6.600000
CN3901500000000,39,015,"Brown County, OH",2014,19899,18468,1431,7.200000
CN3901700000000,39,017,"Butler County, OH",2014,186764,176714,10050,5.400000
CN3901900000000,39,019,"Carroll County, OH",2014,13645,12828,817,6.000000
CN3902100000000,39,021,"Champaign County, OH",2014,19957,18964,993,5.000000
CN3902300000000,39,023,"Clark County, OH",2014,65345,61701,3644,5.600000
CN3902500000000,39,025,"Clermont County, OH",2014,102806,97335,5471,5.300000
CN3902700000000,39,027,"Clinton County, OH",2014,16870,15586,1284,7.600000
CN3902900000000,39,029,"Columbiana County, OH",2014,50048,46848,3200,6.400000
CN3903100000000,39,031,"Coshocton County, OH",2014,16166,14988,1178,7.300000
CN3903300000000,39,033,"Crawford County, OH",2014,19857,18563,1294,6.500000
CN3903500000000,39,035,"Cuyahoga County, OH",2014,624344,584423,39921,6.400000
CN3903700000000,39,037,"Darke County, OH",2014,26295,24932,1363,5.200000
CN3903900000000,39,039,"Defiance County, OH",2014,18964,17943,1021,5.400000
CN3904100000000,39,041,"Delaware County, OH",2014,99524,95536,3988,4.000000
CN3904300000000,39,043,"Erie County, OH",2014,37885,35524,2361,6.200000
CN3904500000000,39,045,"Fairfield County, OH",2014,74869,71092,3777,5.000000
CN3904700000000,39,047,"Fayette County, OH",2014,14201,13384,817,5.800000
CN3904900000000,39,049,"Franklin County, OH",2014,645990,615240,30750,4.800000
CN3905100000000,39,051,"Fulton County, OH",2014,22301,20997,1304,5.800000
CN3905300000000,39,053,"Gallia County, OH",2014,12415,11480,935,7.500000
CN3905500000000,39,055,"Geauga County, OH",2014,49400,46866,2534,5.100000
CN3905700000000,39,057,"Greene County, OH",2014,79466,75344,4122,5.200000
CN3905900000000,39,059,"Guernsey County, OH",2014,18865,17607,1258,6.700000
CN3906100000000,39,061,"Hamilton County, OH",2014,404116,382545,21571,5.300000
CN3906300000000,39,063,"Hancock County, OH",2014,40601,38812,1789,4.400000
CN3906500000000,39,065,"Hardin County, OH",2014,15172,14323,849,5.600000
CN3906700000000,39,067,"Harrison County, OH",2014,7380,6941,439,5.900000
CN3906900000000,39,069,"Henry County, OH",2014,13737,12872,865,6.300000
CN3907100000000,39,071,"Highland County, OH",2014,17263,15945,1318,7.600000
CN3907300000000,39,073,"Hocking County, OH",2014,13314,12479,835,6.300000
CN3907500000000,39,075,"Holmes County, OH",2014,19839,19062,777,3.900000
CN3907700000000,39,077,"Huron County, OH",2014,27872,25661,2211,7.900000
CN3907900000000,39,079,"Jackson County, OH",2014,13209,12074,1135,8.600000
CN3908100000000,39,081,"Jefferson County, OH",2014,29840,27453,2387,8.000000
CN3908300000000,39,083,"Knox County, OH",2014,31071,29450,1621,5.200000
CN3908500000000,39,085,"Lake County, OH",2014,126134,119012,7122,5.600000
CN3908700000000,39,087,"Lawrence County, OH",2014,25783,24100,1683,6.500000
CN3908900000000,39,089,"Licking County, OH",2014,87242,82779,4463,5.100000
CN3909100000000,39,091,"Logan County, OH",2014,23097,21959,1138,4.900000
CN3909300000000,39,093,"Lorain County, OH",2014,151304,141306,9998,6.600000
CN3909500000000,39,095,"Lucas County, OH",2014,209116,195878,13238,6.300000
CN3909700000000,39,097,"Madison County, OH",2014,20432,19476,956,4.700000
CN3909900000000,39,099,"Mahoning County, OH",2014,108098,100981,7117,6.600000
CN3910100000000,39,101,"Marion County, OH",2014,27876,26227,1649,5.900000
CN3910300000000,39,103,"Medina County, OH",2014,95308,90392,4916,5.200000
CN3910500000000,39,105,"Meigs County, OH",2014,9138,8319,819,9.000000
CN3910700000000,39,107,"Mercer County, OH",2014,22654,21803,851,3.800000
CN3910900000000,39,109,"Miami County, OH",2014,51844,49085,2759,5.300000
CN3911100000000,39,111,"Monroe County, OH",2014,5964,5318,646,10.800000
CN3911300000000,39,113,"Montgomery County, OH",2014,250307,235201,15106,6.000000
CN3911500000000,39,115,"Morgan County, OH",2014,6691,6172,519,7.800000
CN3911700000000,39,117,"Morrow County, OH",2014,16948,15971,977,5.800000
CN3911900000000,39,119,"Muskingum County, OH",2014,39208,36454,2754,7.000000
CN3912100000000,39,121,"Noble County, OH",2014,5085,4699,386,7.600000
CN3912300000000,39,123,"Ottawa County, OH",2014,21775,20154,1621,7.400000
CN3912500000000,39,125,"Paulding County, OH",2014,9097,8610,487,5.400000
CN3912700000000,39,127,"Perry County, OH",2014,16087,14936,1151,7.200000
CN3912900000000,39,129,"Pickaway County, OH",2014,25879,24441,1438,5.600000
CN3913100000000,39,131,"Pike County, OH",2014,10448,9508,940,9.000000
CN3913300000000,39,133,"Portage County, OH",2014,87776,82669,5107,5.800000
CN3913500000000,39,135,"Preble County, OH",2014,21283,20086,1197,5.600000
CN3913700000000,39,137,"Putnam County, OH",2014,18680,17841,839,4.500000
CN3913900000000,39,139,"Richland County, OH",2014,54719,51216,3503,6.400000
CN3914100000000,39,141,"Ross County, OH",2014,33661,31531,2130,6.300000
CN3914300000000,39,143,"Sandusky County, OH",2014,31203,29446,1757,5.600000
CN3914500000000,39,145,"Scioto County, OH",2014,29928,27336,2592,8.700000
CN3914700000000,39,147,"Seneca County, OH",2014,27289,25759,1530,5.600000
CN3914900000000,39,149,"Shelby County, OH",2014,23709,22518,1191,5.000000
CN3915100000000,39,151,"Stark County, OH",2014,188619,177868,10751,5.700000
CN3915300000000,39,153,"Summit County, OH",2014,271591,255872,15719,5.800000
CN3915500000000,39,155,"Trumbull County, OH",2014,92919,86387,6532,7.000000
CN3915700000000,39,157,"Tuscarawas County, OH",2014,45247,42787,2460,5.400000
CN3915900000000,39,159,"Union County, OH",2014,26913,25743,1170,4.300000
CN3916100000000,39,161,"Van Wert County, OH",2014,14429,13732,697,4.800000
CN3916300000000,39,163,"Vinton County, OH",2014,5543,5106,437,7.900000
CN3916500000000,39,165,"Warren County, OH",2014,110718,105358,5360,4.800000
CN3916700000000,39,167,"Washington County, OH",2014,28195,26445,1750,6.200000
CN3916900000000,39,169,"Wayne County, OH",2014,59250,56534,2716,4.600000
CN3917100000000,39,171,"Williams County, OH",2014,18779,17766,1013,5.400000
CN3917300000000,39,173,"Wood County, OH",2014,68919,65363,3556,5.200000
CN3917500000000,39,175,"Wyandot County, OH",2014,12473,11933,540,4.300000
CN4000100000000,40,001,"Adair County, OK",2014,8052,7439,613,7.600000
CN4000300000000,40,003,"Alfalfa County, OK",2014,3046,2969,77,2.500000
CN4000500000000,40,005,"Atoka County, OK",2014,4776,4484,292,6.100000
CN4000700000000,40,007,"Beaver County, OK",2014,3136,3050,86,2.700000
CN4000900000000,40,009,"Beckham County, OK",2014,12588,12230,358,2.800000
CN4001100000000,40,011,"Blaine County, OK",2014,4478,4323,155,3.500000
CN4001300000000,40,013,"Bryan County, OK",2014,17710,16847,863,4.900000
CN4001500000000,40,015,"Caddo County, OK",2014,10979,10377,602,5.500000
CN4001700000000,40,017,"Canadian County, OK",2014,64407,62110,2297,3.600000
CN4001900000000,40,019,"Carter County, OK",2014,21761,20787,974,4.500000
CN4002100000000,40,021,"Cherokee County, OK",2014,18297,17207,1090,6.000000
CN4002300000000,40,023,"Choctaw County, OK",2014,5723,5258,465,8.100000
CN4002500000000,40,025,"Cimarron County, OK",2014,1277,1240,37,2.900000
CN4002700000000,40,027,"Cleveland County, OK",2014,135994,131024,4970,3.700000
CN4002900000000,40,029,"Coal County, OK",2014,2281,2125,156,6.800000
CN4003100000000,40,031,"Comanche County, OK",2014,48746,46424,2322,4.800000
CN4003300000000,40,033,"Cotton County, OK",2014,2821,2691,130,4.600000
CN4003500000000,40,035,"Craig County, OK",2014,5999,5664,335,5.600000
CN4003700000000,40,037,"Creek County, OK",2014,30954,29411,1543,5.000000
CN4003900000000,40,039,"Custer County, OK",2014,15823,15331,492,3.100000
CN4004100000000,40,041,"Delaware County, OK",2014,16917,15935,982,5.800000
CN4004300000000,40,043,"Dewey County, OK",2014,2376,2301,75,3.200000
CN4004500000000,40,045,"Ellis County, OK",2014,2342,2271,71,3.000000
CN4004700000000,40,047,"Garfield County, OK",2014,29313,28265,1048,3.600000
CN4004900000000,40,049,"Garvin County, OK",2014,12553,12041,512,4.100000
CN4005100000000,40,051,"Grady County, OK",2014,25415,24403,1012,4.000000
CN4005300000000,40,053,"Grant County, OK",2014,2774,2699,75,2.700000
CN4005500000000,40,055,"Greer County, OK",2014,2032,1936,96,4.700000
CN4005700000000,40,057,"Harmon County, OK",2014,1281,1229,52,4.100000
CN4005900000000,40,059,"Harper County, OK",2014,1958,1903,55,2.800000
CN4006100000000,40,061,"Haskell County, OK",2014,4311,4001,310,7.200000
CN4006300000000,40,063,"Hughes County, OK",2014,5631,5236,395,7.000000
CN4006500000000,40,065,"Jackson County, OK",2014,10536,10074,462,4.400000
CN4006700000000,40,067,"Jefferson County, OK",2014,2574,2453,121,4.700000
CN4006900000000,40,069,"Johnston County, OK",2014,3562,3313,249,7.000000
CN4007100000000,40,071,"Kay County, OK",2014,19196,18105,1091,5.700000
CN4007300000000,40,073,"Kingfisher County, OK",2014,7866,7622,244,3.100000
CN4007500000000,40,075,"Kiowa County, OK",2014,4021,3856,165,4.100000
CN4007700000000,40,077,"Latimer County, OK",2014,3964,3666,298,7.500000
CN4007900000000,40,079,"Le Flore County, OK",2014,19283,17942,1341,7.000000
CN4008100000000,40,081,"Lincoln County, OK",2014,15430,14731,699,4.500000
CN4008300000000,40,083,"Logan County, OK",2014,20674,19846,828,4.000000
CN4008500000000,40,085,"Love County, OK",2014,5345,5150,195,3.600000
CN4008700000000,40,087,"McClain County, OK",2014,17798,17138,660,3.700000
CN4008900000000,40,089,"McCurtain County, OK",2014,14156,13030,1126,8.000000
CN4009100000000,40,091,"McIntosh County, OK",2014,6969,6349,620,8.900000
CN4009300000000,40,093,"Major County, OK",2014,4324,4210,114,2.600000
CN4009500000000,40,095,"Marshall County, OK",2014,6895,6563,332,4.800000
CN4009700000000,40,097,"Mayes County, OK",2014,18554,17638,916,4.900000
CN4009900000000,40,099,"Murray County, OK",2014,6485,6212,273,4.200000
CN4010100000000,40,101,"Muskogee County, OK",2014,28988,27310,1678,5.800000
CN4010300000000,40,103,"Noble County, OK",2014,5505,5303,202,3.700000
CN4010500000000,40,105,"Nowata County, OK",2014,4739,4449,290,6.100000
CN4010700000000,40,107,"Okfuskee County, OK",2014,4455,4188,267,6.000000
CN4010900000000,40,109,"Oklahoma County, OK",2014,365832,350480,15352,4.200000
CN4011100000000,40,111,"Okmulgee County, OK",2014,16152,15063,1089,6.700000
CN4011300000000,40,113,"Osage County, OK",2014,21013,19930,1083,5.200000
CN4011500000000,40,115,"Ottawa County, OK",2014,13663,12758,905,6.600000
CN4011700000000,40,117,"Pawnee County, OK",2014,7365,6976,389,5.300000
CN4011900000000,40,119,"Payne County, OK",2014,38126,36706,1420,3.700000
CN4012100000000,40,121,"Pittsburg County, OK",2014,16989,15949,1040,6.100000
CN4012300000000,40,123,"Pontotoc County, OK",2014,17619,16850,769,4.400000
CN4012500000000,40,125,"Pottawatomie County, OK",2014,31853,30342,1511,4.700000
CN4012700000000,40,127,"Pushmataha County, OK",2014,4680,4335,345,7.400000
CN4012900000000,40,129,"Roger Mills County, OK",2014,1777,1726,51,2.900000
CN4013100000000,40,131,"Rogers County, OK",2014,43412,41586,1826,4.200000
CN4013300000000,40,133,"Seminole County, OK",2014,9452,8809,643,6.800000
CN4013500000000,40,135,"Sequoyah County, OK",2014,16566,15405,1161,7.000000
CN4013700000000,40,137,"Stephens County, OK",2014,19958,19048,910,4.600000
CN4013900000000,40,139,"Texas County, OK",2014,9281,8935,346,3.700000
CN4014100000000,40,141,"Tillman County, OK",2014,3271,3117,154,4.700000
CN4014300000000,40,143,"Tulsa County, OK",2014,308610,295315,13295,4.300000
CN4014500000000,40,145,"Wagoner County, OK",2014,35639,34131,1508,4.200000
CN4014700000000,40,147,"Washington County, OK",2014,24277,23241,1036,4.300000
CN4014900000000,40,149,"Washita County, OK",2014,5576,5383,193,3.500000
CN4015100000000,40,151,"Woods County, OK",2014,5193,5052,141,2.700000
CN4015300000000,40,153,"Woodward County, OK",2014,10671,10342,329,3.100000
CN4100100000000,41,001,"Baker County, OR",2014,6733,6157,576,8.600000
CN4100300000000,41,003,"Benton County, OR",2014,44298,41957,2341,5.300000
CN4100500000000,41,005,"Clackamas County, OR",2014,200428,187827,12601,6.300000
CN4100700000000,41,007,"Clatsop County, OR",2014,18093,16888,1205,6.700000
CN4100900000000,41,009,"Columbia County, OR",2014,22629,20727,1902,8.400000
CN4101100000000,41,011,"Coos County, OR",2014,26223,23819,2404,9.200000
CN4101300000000,41,013,"Crook County, OR",2014,9038,8127,911,10.100000
CN4101500000000,41,015,"Curry County, OR",2014,8678,7778,900,10.400000
CN4101700000000,41,017,"Deschutes County, OR",2014,80975,74591,6384,7.900000
CN4101900000000,41,019,"Douglas County, OR",2014,44165,40001,4164,9.400000
CN4102100000000,41,021,"Gilliam County, OR",2014,840,773,67,8.000000
CN4102300000000,41,023,"Grant County, OR",2014,3180,2837,343,10.800000
CN4102500000000,41,025,"Harney County, OR",2014,3331,3003,328,9.800000
CN4102700000000,41,027,"Hood River County, OR",2014,14004,13237,767,5.500000
CN4102900000000,41,029,"Jackson County, OR",2014,97163,88807,8356,8.600000
CN4103100000000,41,031,"Jefferson County, OR",2014,9388,8540,848,9.000000
CN4103300000000,41,033,"Josephine County, OR",2014,32963,29788,3175,9.600000
CN4103500000000,41,035,"Klamath County, OR",2014,28599,25832,2767,9.700000
CN4103700000000,41,037,"Lake County, OR",2014,3517,3172,345,9.800000
CN4103900000000,41,039,"Lane County, OR",2014,169571,157591,11980,7.100000
CN4104100000000,41,041,"Lincoln County, OR",2014,20641,18996,1645,8.000000
CN4104300000000,41,043,"Linn County, OR",2014,54142,49622,4520,8.300000
CN4104500000000,41,045,"Malheur County, OR",2014,12134,11138,996,8.200000
CN4104700000000,41,047,"Marion County, OR",2014,149591,138402,11189,7.500000
CN4104900000000,41,049,"Morrow County, OR",2014,5549,5156,393,7.100000
CN4105100000000,41,051,"Multnomah County, OR",2014,420329,394861,25468,6.100000
CN4105300000000,41,053,"Polk County, OR",2014,35393,32934,2459,6.900000
CN4105500000000,41,055,"Sherman County, OR",2014,877,811,66,7.500000
CN4105700000000,41,057,"Tillamook County, OR",2014,11151,10370,781,7.000000
CN4105900000000,41,059,"Umatilla County, OR",2014,35339,32538,2801,7.900000
CN4106100000000,41,061,"Union County, OR",2014,11726,10854,872,7.400000
CN4106300000000,41,063,"Wallowa County, OR",2014,3223,2894,329,10.200000
CN4106500000000,41,065,"Wasco County, OR",2014,13600,12688,912,6.700000
CN4106700000000,41,067,"Washington County, OR",2014,293505,276699,16806,5.700000
CN4106900000000,41,069,"Wheeler County, OR",2014,733,686,47,6.400000
CN4107100000000,41,071,"Yamhill County, OR",2014,50275,46967,3308,6.600000
CN4200100000000,42,001,"Adams County, PA",2014,54997,52525,2472,4.500000
CN4200300000000,42,003,"Allegheny County, PA",2014,644822,610519,34303,5.300000
CN4200500000000,42,005,"Armstrong County, PA",2014,33219,31083,2136,6.400000
CN4200700000000,42,007,"Beaver County, PA",2014,86031,80493,5538,6.400000
CN4200900000000,42,009,"Bedford County, PA",2014,24139,22562,1577,6.500000
CN4201100000000,42,011,"Berks County, PA",2014,210590,199065,11525,5.500000
CN4201300000000,42,013,"Blair County, PA",2014,60764,57344,3420,5.600000
CN4201500000000,42,015,"Bradford County, PA",2014,31489,29810,1679,5.300000
CN4201700000000,42,017,"Bucks County, PA",2014,335628,318156,17472,5.200000
CN4201900000000,42,019,"Butler County, PA",2014,96927,92045,4882,5.000000
CN4202100000000,42,021,"Cambria County, PA",2014,62959,58596,4363,6.900000
CN4202300000000,42,023,"Cameron County, PA",2014,2280,2120,160,7.000000
CN4202500000000,42,025,"Carbon County, PA",2014,31712,29507,2205,7.000000
CN4202700000000,42,027,"Centre County, PA",2014,77752,74533,3219,4.100000
CN4202900000000,42,029,"Chester County, PA",2014,272270,261025,11245,4.100000
CN4203100000000,42,031,"Clarion County, PA",2014,18327,17186,1141,6.200000
CN4203300000000,42,033,"Clearfield County, PA",2014,36576,33996,2580,7.100000
CN4203500000000,42,035,"Clinton County, PA",2014,18875,17517,1358,7.200000
CN4203700000000,42,037,"Columbia County, PA",2014,34175,32118,2057,6.000000
CN4203900000000,42,039,"Crawford County, PA",2014,41128,38774,2354,5.700000
CN4204100000000,42,041,"Cumberland County, PA",2014,125124,119554,5570,4.500000
CN4204300000000,42,043,"Dauphin County, PA",2014,139418,132047,7371,5.300000
CN4204500000000,42,045,"Delaware County, PA",2014,290026,274093,15933,5.500000
CN4204700000000,42,047,"Elk County, PA",2014,16311,15483,828,5.100000
CN4204900000000,42,049,"Erie County, PA",2014,134343,126112,8231,6.100000
CN4205100000000,42,051,"Fayette County, PA",2014,58560,54099,4461,7.600000
CN4205300000000,42,053,"Forest County, PA",2014,1927,1774,153,7.900000
CN4205500000000,42,055,"Franklin County, PA",2014,76085,72062,4023,5.300000
CN4205700000000,42,057,"Fulton County, PA",2014,7248,6755,493,6.800000
CN4205900000000,42,059,"Greene County, PA",2014,18395,17393,1002,5.400000
CN4206100000000,42,061,"Huntingdon County, PA",2014,19734,18208,1526,7.700000
CN4206300000000,42,063,"Indiana County, PA",2014,43193,40644,2549,5.900000
CN4206500000000,42,065,"Jefferson County, PA",2014,20742,19436,1306,6.300000
CN4206700000000,42,067,"Juniata County, PA",2014,11764,11109,655,5.600000
CN4206900000000,42,069,"Lackawanna County, PA",2014,106676,99688,6988,6.600000
CN4207100000000,42,071,"Lancaster County, PA",2014,270239,257890,12349,4.600000
CN4207300000000,42,073,"Lawrence County, PA",2014,42610,39964,2646,6.200000
CN4207500000000,42,075,"Lebanon County, PA",2014,70020,66599,3421,4.900000
CN4207700000000,42,077,"Lehigh County, PA",2014,181598,170631,10967,6.000000
CN4207900000000,42,079,"Luzerne County, PA",2014,158634,147126,11508,7.300000
CN4208100000000,42,081,"Lycoming County, PA",2014,61303,57582,3721,6.100000
CN4208300000000,42,083,"McKean County, PA",2014,19264,18056,1208,6.300000
CN4208500000000,42,085,"Mercer County, PA",2014,52892,49752,3140,5.900000
CN4208700000000,42,087,"Mifflin County, PA",2014,21032,19720,1312,6.200000
CN4208900000000,42,089,"Monroe County, PA",2014,79673,73754,5919,7.400000
CN4209100000000,42,091,"Montgomery County, PA",2014,434429,414378,20051,4.600000
CN4209300000000,42,093,"Montour County, PA",2014,9232,8808,424,4.600000
